"Name","ResourceType","ResourceGroupName","Location","SubscriptionId","Sku","Kind","Tags","ResourceId"
"vm-demo-web-01_OsDisk_1_2392e93e7c42432894a9e1d1ba5e26ce","Microsoft.Compute/disks","RG-INVENTORY-DEMO","japaneast","1acecba7-23bd-4d4d-9770-0b11998514dc","Standard_LRS",,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/RG-INVENTORY-DEMO/providers/Microsoft.Compute/disks/vm-demo-web-01_OsDisk_1_2392e93e7c42432894a9e1d1ba5e26ce"
"vm-demo-app-01/MDE.Linux","Microsoft.Compute/virtualMachines/extensions","RG-INVENTORY-DEMO","japaneast","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/RG-INVENTORY-DEMO/providers/Microsoft.Compute/virtualMachines/vm-demo-app-01/extensions/MDE.Linux"
"vm-demo-app-02/MDE.Linux","Microsoft.Compute/virtualMachines/extensions","RG-INVENTORY-DEMO","japaneast","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/RG-INVENTORY-DEMO/providers/Microsoft.Compute/virtualMachines/vm-demo-app-02/extensions/MDE.Linux"
"vm-demo-db-01/MDE.Linux","Microsoft.Compute/virtualMachines/extensions","RG-INVENTORY-DEMO","japaneast","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/RG-INVENTORY-DEMO/providers/Microsoft.Compute/virtualMachines/vm-demo-db-01/extensions/MDE.Linux"
"vm-demo-mgmt-01/MDE.Linux","Microsoft.Compute/virtualMachines/extensions","RG-INVENTORY-DEMO","japaneast","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/RG-INVENTORY-DEMO/providers/Microsoft.Compute/virtualMachines/vm-demo-mgmt-01/extensions/MDE.Linux"
"vm-demo-web-01/MDE.Linux","Microsoft.Compute/virtualMachines/extensions","RG-INVENTORY-DEMO","japaneast","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/RG-INVENTORY-DEMO/providers/Microsoft.Compute/virtualMachines/vm-demo-web-01/extensions/MDE.Linux"
"stdemogootyszw77dgs-d2f57724-e7b4-4b98-b4b4-95d64903ba8e","Microsoft.EventGrid/systemTopics","rg-inventory-demo","japaneast","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/rg-inventory-demo/providers/Microsoft.EventGrid/systemTopics/stdemogootyszw77dgs-d2f57724-e7b4-4b98-b4b4-95d64903ba8e"
"vm-pw-ops-dev-jpw-27161NSG","Microsoft.Network/networkSecurityGroups","rg-pw-ops-dev-jpe-27161","japanwest","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/rg-pw-ops-dev-jpe-27161/providers/Microsoft.Network/networkSecurityGroups/vm-pw-ops-dev-jpw-27161NSG"
"vm-pw-ops-dev-jpw-27161VNET","Microsoft.Network/virtualNetworks","rg-pw-ops-dev-jpe-27161","japanwest","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/rg-pw-ops-dev-jpe-27161/providers/Microsoft.Network/virtualNetworks/vm-pw-ops-dev-jpw-27161VNET"
"vm-pw-ops-dev-jpw-27161PublicIP","Microsoft.Network/publicIPAddresses","rg-pw-ops-dev-jpe-27161","japanwest","1acecba7-23bd-4d4d-9770-0b11998514dc","Standard",,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/rg-pw-ops-dev-jpe-27161/providers/Microsoft.Network/publicIPAddresses/vm-pw-ops-dev-jpw-27161PublicIP"
"NetworkWatcher_japanwest","Microsoft.Network/networkWatchers","NetworkWatcherRG","japanwest","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_japanwest"
"vm-pw-ops-dev-jpw-27161VMNic","Microsoft.Network/networkInterfaces","rg-pw-ops-dev-jpe-27161","japanwest","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/rg-pw-ops-dev-jpe-27161/providers/Microsoft.Network/networkInterfaces/vm-pw-ops-dev-jpw-27161VMNic"
"vm-pw-ops-dev-jpw-27161","Microsoft.Compute/virtualMachines","rg-pw-ops-dev-jpe-27161","japanwest","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/rg-pw-ops-dev-jpe-27161/providers/Microsoft.Compute/virtualMachines/vm-pw-ops-dev-jpw-27161"
"vm-pw-ops-dev-jpw-27161_OsDisk_1_d208705db396475a997b7edc60a576f9","Microsoft.Compute/disks","RG-PW-OPS-DEV-JPE-27161","japanwest","1acecba7-23bd-4d4d-9770-0b11998514dc","Standard_LRS",,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/RG-PW-OPS-DEV-JPE-27161/providers/Microsoft.Compute/disks/vm-pw-ops-dev-jpw-27161_OsDisk_1_d208705db396475a997b7edc60a576f9"
"vm-pw-ops-dev-jpw-27161/MDE.Linux","Microsoft.Compute/virtualMachines/extensions","RG-PW-OPS-DEV-JPE-27161","japanwest","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/RG-PW-OPS-DEV-JPE-27161/providers/Microsoft.Compute/virtualMachines/vm-pw-ops-dev-jpw-27161/extensions/MDE.Linux"
"vm-pw-ops-dev-jpw-27161VNET-vm-pw-ops-dev-jpw-27161Subnet-nsg-japanwest","Microsoft.Network/networkSecurityGroups","rg-pw-ops-dev-jpe-27161","japanwest","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/rg-pw-ops-dev-jpe-27161/providers/Microsoft.Network/networkSecurityGroups/vm-pw-ops-dev-jpw-27161VNET-vm-pw-ops-dev-jpw-27161Subnet-nsg-japanwest"
"mobvmghc-nsg-yypwhhh6st5ky","Microsoft.Network/networkSecurityGroups","rg-mobile-ghc-cli","japaneast","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"workload=mobile-ghc-cli;owner=taizen;environment=ops","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/rg-mobile-ghc-cli/providers/Microsoft.Network/networkSecurityGroups/mobvmghc-nsg-yypwhhh6st5ky"
"mobvmghc-vnet-yypwhhh6st5ky","Microsoft.Network/virtualNetworks","rg-mobile-ghc-cli","japaneast","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"workload=mobile-ghc-cli;owner=taizen;environment=ops","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/rg-mobile-ghc-cli/providers/Microsoft.Network/virtualNetworks/mobvmghc-vnet-yypwhhh6st5ky"
"mobvmghc-nic-yypwhhh6st5ky","Microsoft.Network/networkInterfaces","rg-mobile-ghc-cli","japaneast","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"workload=mobile-ghc-cli;owner=taizen;environment=ops","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/rg-mobile-ghc-cli/providers/Microsoft.Network/networkInterfaces/mobvmghc-nic-yypwhhh6st5ky"
"mobvmghc-vm-yypwhhh6st5ky","Microsoft.Compute/virtualMachines","rg-mobile-ghc-cli","japaneast","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"workload=mobile-ghc-cli;owner=taizen;environment=ops","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/rg-mobile-ghc-cli/providers/Microsoft.Compute/virtualMachines/mobvmghc-vm-yypwhhh6st5ky"
"mobvmghc-vm-yypwhhh6st5ky_OsDisk_1_44c6a46557db42e5b234bfe64d084ce0","Microsoft.Compute/disks","RG-MOBILE-GHC-CLI","japaneast","1acecba7-23bd-4d4d-9770-0b11998514dc","Standard_LRS",,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/RG-MOBILE-GHC-CLI/providers/Microsoft.Compute/disks/mobvmghc-vm-yypwhhh6st5ky_OsDisk_1_44c6a46557db42e5b234bfe64d084ce0"
"mobvmghc-vm-yypwhhh6st5ky/enablevmaccess","Microsoft.Compute/virtualMachines/extensions","rg-mobile-ghc-cli","japaneast","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/rg-mobile-ghc-cli/providers/Microsoft.Compute/virtualMachines/mobvmghc-vm-yypwhhh6st5ky/extensions/enablevmaccess"
"mobvmghc-vm-yypwhhh6st5ky/MDE.Linux","Microsoft.Compute/virtualMachines/extensions","RG-MOBILE-GHC-CLI","japaneast","1acecba7-23bd-4d4d-9770-0b11998514dc",,,"","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/RG-MOBILE-GHC-CLI/providers/Microsoft.Compute/virtualMachines/mobvmghc-vm-yypwhhh6st5ky/extensions/MDE.Linux"
"Foundry-test-csa","Microsoft.CognitiveServices/accounts","test01","eastus2","1acecba7-23bd-4d4d-9770-0b11998514dc","S0","AIServices","","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/test01/providers/Microsoft.CognitiveServices/accounts/Foundry-test-csa"
"Foundry-test-csa/proj-default","Microsoft.CognitiveServices/accounts/projects","test01","eastus2","1acecba7-23bd-4d4d-9770-0b11998514dc",,"AIServices","","/subscriptions/1acecba7-23bd-4d4d-9770-0b11998514dc/resourceGroups/test01/providers/Microsoft.CognitiveServices/accounts/Foundry-test-csa/projects/proj-default"
